"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",안산역,경기도 안산시 단원구 바라지길 14,경기도 안산시 단원구 신길동 377-1,N,3,4,1,1,0,0,6,1,1,한국철도공사장(안산관리역장),,00:00~24:00,,37.33271331,126.76150190,2019-08-01
"공중화장실",신길온천역,경기도 안산시 단원구 황고개로 2,경기도 안산시 단원구 신길동 216-2,N,4,5,1,1,0,0,5,1,0,한국철도공사장(안산관리역장),,00:00~24:00,,37.33757921,126.76714994,2019-08-01
"공중화장실",한미오피스텔,경기도 안산시 상록구 중보로 51,경기도 안산시 상록구 이동 716-2,N,4,4,1,1,0,0,4,1,0,한미오피스텔,,00:00~24:00,,37.30781282,126.85240210,2019-08-01
"공중화장실",한빛여성병원,경기도 안산시 단원구 광덕동로 53,경기도 안산시 단원구 고잔동 774-1,N,2,2,0,0,0,0,4,1,0,한빛여성병원,,00:00~24:00,,37.30910800,126.83224730,2019-08-01
"공중화장실",한빛프라자,경기도 안산시 상록구 광덕1로 380,경기도 안산시 상록구 이동 716-10,N,12,18,0,0,0,0,12,0,0,한빛프라자,,00:00~24:00,,37.30800837,126.85170770,2019-08-01
"공중화장실",한양증권,경기도 안산시 단원구 광덕대로 264,경기도 안산시 단원구 고잔동 527-6,N,10,10,0,0,0,0,10,0,0,한양증권,,00:00~24:00,,37.32001860,126.83148960,2019-08-01
"공중화장실",석탑프라자,경기도 안산시 단원구 고잔1길 7,경기도 안산시 단원구 고잔동 533-2,N,8,12,0,0,0,0,8,0,0,한왕규,,00:00~24:00,,37.31872729,126.83422420,2019-08-01
"공중화장실",경희재활요양병원,경기도 안산시 단원구 광덕대로 162,경기도 안산시 단원구 고잔동 771-1,N,2,6,0,0,0,0,4,0,0,행정실장,,00:00~24:00,,37.31081497,126.83074290,2019-08-01
"공중화장실",현대월드프라자,경기도 안산시 상록구 건건로 131,경기도 안산시 상록구 건건동 534-5,N,20,20,2,2,0,0,20,2,0,현대월드판매주식회사,,00:00~24:00,,37.31234319,126.90516440,2019-08-01
"공중화장실",모리아오피스텔,경기도 안산시 단원구 중앙대로 421,경기도 안산시 단원구 신길동 1623,N,3,9,3,3,0,0,9,3,0,현대주택관리(주),,00:00~24:00,,37.33002544,126.78650400,2019-08-01
"공중화장실",호수동주민센터,경기도 안산시 단원구 광덕2로 125,경기도 안산시 단원구 고잔동 712-2,N,11,11,6,6,0,0,16,0,0,호수동장,,00:00~24:00,,37.31024100,126.82435990,2019-08-01
"공중화장실",수도권대기환경청,경기도 안산시 단원구 원고잔로 34,경기도 안산시 단원구 고잔동 522-1,N,6,11,2,2,0,0,6,1,0,환경청,,00:00~24:00,,37.32044542,126.82843239,2019-08-01
"공중화장실",달미역,경기도 안산시 단원구 순환로 지하 160,경기도 안산시 단원구 선부동 481,N,4,8,0,0,0,0,12,0,0,소사원시운영(주),,00:00~24:00,,37.34906832,126.80895039,2019-08-01
"공중화장실",원시역,경기도 안산시 단원구 산단로 지하 70,경기도 안산시 단원구 원시동 803,N,4,9,0,0,0,0,12,0,0,소사원시운영(주),,00:00~24:00,,37.30199291,126.78672313,2019-08-01
"공중화장실",초지역,경기도 안산시 단원구 중앙대로 635,경기도 안산시 단원구 원시동 803,N,8,16,0,0,0,0,24,0,0,소사원시운영(주),,00:00~24:00,,37.32077062,126.80786676,2019-08-01
"공중화장실",선부역,경기도 안산시 단원구 선부광장로 34,경기도 안산시 단원구 선부동 1074-1,N,4,8,0,0,0,0,12,0,0,소사원시운영(주),,00:00~24:00,,37.33531724,126.81033110,2019-08-01
"공중화장실",GS하이웨이주유소,경기도 안산시 상록구 안산천서로 263,경기도 안산시 상록구 월피동 482-1,N,2,2,0,0,0,0,2,0,0,지에스칼텍스㈜하이웨이,,00:00~24:00,,37.33688720,126.84943825,2019-08-01
"공중화장실",SK택삼주유소,경기도 안산시 상록구 수인로 1917,경기도 안산시 상록구 장상동 115-4,N,2,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.35481040,126.87276570,2019-08-01
"공중화장실",U-정보센터,경기도 안산시 상록구 항가울로 200,경기도 안산시 상록구 사동 1586-3,N,15,20,1,0,0,0,15,1,0,U-정보센터장,,00:00~24:00,,37.29828480,126.84499022,2019-08-01
"공중화장실",각골체육관,경기도 안산시 상록구 석호로 400,경기도 안산시 상록구 본오동 728,N,1,1,1,0,0,0,2,1,0,안산도시공사장,,00:00~24:00,,37.29258271,126.87519944,2019-08-01
"공중화장실",검찰청 청사동,경기도 안산시 단원구 광덕서로 75,경기도 안산시 단원구 고잔동 711,N,28,29,3,0,0,0,19,2,0,법무부,,00:00~24:00,,37.31192223,126.82636260,2019-08-01
"공중화장실",경기도청소년수련원,경기도 안산시 단원구 선감로 255,경기도 안산시 단원구 선감동 산130,N,3,5,0,0,0,2,7,0,0,경기도,,00:00~24:00,,37.21515869,126.64210614,2019-08-01
"공중화장실",경기창작센터,경기도 안산시 단원구 선감로 101-19 (선감동),"경기도 안산시 단원구 선감동 400-3,경기창작센터",N,55,78,0,0,0,5,38,0,0,경기문화재단 경기창작센터장,,00:00~24:00,,37.22732234,126.63254745,2019-08-01
"공중화장실",고속주유소,경기도 안산시 상록구 가루개로 143,경기도 안산시 상록구 양상동 201-2,N,2,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.34643018,126.84886844,2019-08-01
"공중화장실",공단스포츠센타(무역센터),경기도 안산시 단원구 동산로 63,경기도 안산시 단원구 원시동 773-9,N,2,3,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.31443130,126.79724210,2019-08-01
"공중화장실",공단지원회관,경기도 안산시 단원구 동산로 48,경기도 안산시 단원구 원시동 777,N,18,27,0,0,0,0,18,0,0,한국산업단지공단본부,,00:00~24:00,,37.31283950,126.79605090,2019-08-01
"공중화장실",공단파출소,경기도 안산시 단원구 동산로 29,경기도 안산시 단원구 원시동 773-6,N,0,0,0,1,0,0,0,0,0,경기도 경찰청,,00:00~24:00,,37.31294333,126.79341110,2019-08-01
"공중화장실",광덕공원,,경기도 안산시 상록구 월피동 산 45,N,2,3,1,0,0,0,2,1,0,공원과,,00:00~24:00,,37.33270133,126.84185270,2019-08-01
"공중화장실",광덕정(국궁장),,경기도 안산시 단원구 초지동 산 7,N,0,0,0,2,0,0,0,0,0,안산도시공사장,,00:00~24:00,,37.31908598,126.80552110,2019-08-01
"공중화장실",국도주유소,경기도 안산시 상록구 수인로 647,경기도 안산시 상록구 사사동 177-4,N,2,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.29550417,126.93686421,2019-08-01
"공중화장실",군자119안전센터,경기도 안산시 단원구 번영1로 45,경기도 안산시 단원구 성곡동 710-12,N,2,2,0,0,0,0,1,0,0,안산소방서 군자119안전센터장,,00:00~24:00,,37.31990008,126.73581770,2019-08-01
"공중화장실",근로복지공단안산병원,경기도 안산시 상록구 구룡로 87,경기도 안산시 상록구 일동 95,N,91,52,1,0,0,0,91,1,0,병원장,,00:00~24:00,,37.31753352,126.87457607,2019-08-01
"공중화장실",근로자종합복지관,경기도 안산시 단원구 선부광장로 47,경기도 안산시 단원구 선부동 1076-9,N,16,15,0,0,2,7,15,0,2,한국노총안산지부,,00:00~24:00,,37.33461870,126.81221407,2019-08-01
"공중화장실",남산뜰 화장실,경기도 안산시 상록구 충정공길 6,경기도 안산시 상록구 사사동 142-1,N,1,1,0,1,0,0,1,0,0,안산도시공사장,,00:00~24:00,,37.29891980,126.92615360,2019-08-01
"공중화장실",노적봉폭포,,경기도 안산시 상록구 성포동 산 39-1,N,3,4,1,0,0,0,6,1,0,안산시장(시민공원과장),,00:00~24:00,,37.32045461,126.85418730,2019-08-01
"공중화장실",농업기술센터,경기도 안산시 상록구 항가울로 222,경기도 안산시 상록구 사동 1584,N,4,4,0,0,0,0,4,0,0,안산시농업기술센터장,,00:00~24:00,,37.30049317,126.84424580,2019-08-01
"공중화장실",느티나무충전소,경기도 안산시 단원구 시흥대로 84-9,경기도 안산시 단원구 선부동 169-1,N,3,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.34955704,126.79956670,2019-08-01
"공중화장실",다문화지원본부,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,N,7,7,3,0,0,0,14,3,0,안산시외국인주민센터소장,,00:00~24:00,,37.33243625,126.79034269,2019-08-01
"공중화장실",단원미술관,경기도 안산시 상록구 충장로 422,경기도 안산시 상록구 성포동 737,N,2,4,4,3,0,0,8,2,0,안산시장(문화예술과장),,00:00~24:00,,37.31603662,126.85173611,2019-08-01
"공중화장실",대부바다향기테마파크 내 이동식화장실(관리사무동),,경기도 안산시 단원구 대부북동 1841-10,N,2,2,1,0,0,0,5,1,0,대부개발과,,00:00~24:00,,37.28629885,126.57493397,2019-08-01
"공중화장실",대부바다향기테마파크 이동식화장실(대형풍차),,경기도 안산시 단원구 대부북동 1841-10,N,2,2,1,0,0,0,5,1,0,대부개발과,,00:00~24:00,,37.28383122,126.57930507,2019-08-01
