"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",안산세화병원,경기도 안산시 상록구 용신로 355,경기도 안산시 상록구 본오동 877-11,N,11,13,0,0,0,0,15,0,0,병원장,,00:00~24:00,,37.30200730,126.86152130,2019-08-01
"공중화장실",두손병원,경기도 안산시 단원구 선부광장1로 114,경기도 안산시 단원구 선부동 1077-4,N,12,12,0,0,0,0,12,0,0,병원장,,00:00~24:00,,37.33287330,126.81238030,2019-08-01
"공중화장실",고려대학교병원,경기도 안산시 단원구 적금로 123,경기도 안산시 단원구 고잔동 516,N,31,37,5,5,0,0,31,2,0,병원장,,00:00~24:00,,37.31885818,126.82499732,2019-08-01
"공중화장실",안산시립노인전문병원,경기도 안산시 상록구 차돌배기로 24,경기도 안산시 상록구 사동 1586,N,12,12,0,0,0,0,24,0,0,병원장,,00:00~24:00,,37.29967390,126.84613780,2019-08-01
"공중화장실",단원종합병원,경기도 안산시 단원구 원포공원1로 20,경기도 안산시 단원구 초지동 745-2,N,5,6,4,4,0,0,8,4,0,병원장,,00:00~24:00,,37.30023566,126.81321760,2019-08-01
"공중화장실",안산중앙병원,경기도 안산시 상록구 구룡로 87,경기도 안산시 상록구 일동 95,N,91,52,1,1,0,0,91,1,0,병원장,,00:00~24:00,,37.31753352,126.87457607,2019-08-01
"공중화장실",동의성단원병원,경기도 안산시 단원구 원포공원1로 20,경기도 안산시 단원구 초지동 745-2,N,12,12,0,0,0,0,14,0,0,병원장,,00:00~24:00,,37.30023566,126.81321760,2019-08-01
"공중화장실",본오1동 주민센터,경기도 안산시 상록구 샘골로 16,경기도 안산시 상록구 본오동 990,N,4,4,8,8,0,0,8,4,0,본오1동장,,00:00~24:00,,37.28510646,126.86425082,2019-08-01
"공중화장실",본오1동주민센터,경기도 안산시 상록구 오목로7길 15,경기도 안산시 상록구 본오동 920,N,2,4,0,0,0,0,4,0,0,본오1동장,,00:00~24:00,,37.28922510,126.86450498,2019-08-01
"공중화장실",본오2동주민센터,경기도 안산시 상록구 각골로 75,경기도 안산시 상록구 본오동 796-4,N,4,3,0,0,0,0,5,0,0,본오2동장,,00:00~24:00,,37.29629904,126.87224738,2019-08-01
"공중화장실",본오3동주민센터,경기도 안산시 상록구 용신로 376,경기도 안산시 상록구 본오동 873,N,6,6,2,2,0,0,6,1,0,본오3동장,,00:00~24:00,,37.30141920,126.86380080,2019-08-01
"공중화장실",부곡동주민센터,경기도 안산시 상록구 성호로 326,경기도 안산시 상록구 부곡동 671-4,N,6,9,3,3,0,0,9,3,0,부곡동장,,00:00~24:00,,37.33167178,126.86106010,2019-08-01
"공중화장실",사1동주민센터,경기도 안산시 상록구 석호로 171,경기도 안산시 상록구 사동 1304,N,3,6,0,0,0,0,6,0,0,사1동장,,00:00~24:00,,37.29710682,126.85100520,2019-08-01
"공중화장실",사2동주민센터,경기도 안산시 상록구 감골1로 52,경기도 안산시 상록구 사동 1344-5,N,4,4,2,2,0,0,6,2,0,사2동장,,00:00~24:00,,37.28980946,126.85182310,2019-08-01
"공중화장실",사3동 주민센터,경기도 안산시 상록구 해양로 8,경기도 안산시 상록구 사동 1511-1,N,4,7,2,2,0,0,12,1,0,사3동장,,00:00~24:00,,37.29473547,126.82005023,2019-08-01
"공중화장실",삼성화재,경기도 안산시 단원구 광덕대로 259,경기도 안산시 단원구 고잔동 523-3,N,19,20,1,1,0,0,24,1,0,삼성화재,,00:00~24:00,,37.31961950,126.82981280,2019-08-01
"공중화장실",안산주유소(삼원기업),경기도 안산시 단원구 목내로 45,경기도 안산시 단원구 목내동 489-6,N,2,2,0,0,0,0,1,0,0,삼원기업,,00:00~24:00,,37.30401305,126.77222549,2019-08-01
"공중화장실",퍼스트빌,경기도 안산시 단원구 광덕대로 155,경기도 안산시 단원구 고잔동 708-1,N,8,6,0,0,0,0,8,0,0,상가번영회,,00:00~24:00,,37.31042799,126.82901810,2019-08-01
"공중화장실",폴리타운B동,경기도 안산시 단원구 광덕대로 130,경기도 안산시 단원구 고잔동 775,N,16,16,0,0,0,0,16,0,0,상가번영회,,00:00~24:00,,37.30811527,126.83060280,2019-08-01
"공중화장실",일성빌딩,경기도 안산시 단원구 선부광장1로 56,경기도 안산시 단원구 선부동 1076-1,N,22,21,0,0,0,0,21,0,0,상가번영회,,00:00~24:00,,37.33655410,126.81071410,2019-08-01
"공중화장실","로데오타운A동,B동",경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,N,16,18,0,0,0,0,18,0,0,상가번영회,,00:00~24:00,,37.31013090,126.83072630,2019-08-01
"공중화장실",군자포커스프라자,경기도 안산시 단원구 화랑로 32,경기도 안산시 단원구 원곡동 762,N,20,28,1,1,0,0,20,0,0,상가번영회,,00:00~24:00,,37.33153010,126.79595040,2019-08-01
"공중화장실",현대타운,경기도 안산시 단원구 광덕동로 99,경기도 안산시 단원구 고잔동 727-2,N,12,24,0,0,0,0,18,0,0,상가번영회,,00:00~24:00,,37.31325020,126.83262850,2019-08-01
"공중화장실",선부프라자빌딩,경기도 안산시 단원구 선부광장1로 162,경기도 안산시 단원구 선부동 1071-8,N,11,12,0,0,0,0,9,0,0,상가번영회,,00:00~24:00,,37.33261960,126.80813750,2019-08-01
"공중화장실",본오프라자1차(본오아파트상가),경기도 안산시 상록구 선진로 106,경기도 안산시 상록구 사동 1506,N,18,18,0,0,0,0,18,0,0,상가번영회,,00:00~24:00,,37.28003979,126.85282610,2019-08-01
"공중화장실",본오프라자2차(본오2차아파트상가),경기도 안산시 상록구 선진로 112,경기도 안산시 상록구 사동 1505,N,6,6,1,1,0,0,6,1,0,상가번영회,,00:00~24:00,,37.28067024,126.85260840,2019-08-01
"공중화장실",대우프라자,경기도 안산시 단원구 광덕동로 39,경기도 안산시 단원구 고잔동 775-4,N,18,18,0,0,0,0,18,0,0,상가번영회,,00:00~24:00,,37.30792268,126.83204710,2019-08-01
"공중화장실",화승타운,경기도 안산시 단원구 광덕3로 178,경기도 안산시 단원구 고잔동 768-2,N,42,70,0,0,0,0,42,0,0,상가번영회,,00:00~24:00,,37.31201560,126.83234420,2019-08-01
"공중화장실",시티프라자,경기도 안산시 단원구 광덕동로 91,경기도 안산시 단원구 고잔동 727-4,N,10,10,0,0,0,0,15,0,0,상가번영회,,00:00~24:00,,37.31260900,126.83252140,2019-08-01
"공중화장실",스타프라자,경기도 안산시 단원구 광덕2로 155-4,경기도 안산시 단원구 고잔동 709-8,N,8,8,0,0,0,0,8,0,0,상가번영회,,00:00~24:00,,37.31020740,126.82790509,2019-08-01
"공중화장실",드림프라자,경기도 안산시 단원구 광덕동로 81,경기도 안산시 단원구 고잔동 768-3,N,20,1,0,0,0,0,20,0,0,상가번영회,,00:00~24:00,,37.31164720,126.83244240,2019-08-01
"공중화장실",폴리타운A동,경기도 안산시 단원구 광덕대로 130,경기도 안산시 단원구 고잔동 775,N,16,16,0,0,0,0,16,0,0,상가번영회,,00:00~24:00,,37.30811527,126.83060280,2019-08-01
"공중화장실",군자빌딩,경기도 안산시 단원구 선부광장1로 70,경기도 안산시 단원구 선부동 1076-4,N,16,17,0,0,0,0,17,0,0,상가번영회,,00:00~24:00,,37.33590130,126.81192960,2019-08-01
"공중화장실",메디프라자,경기도 안산시 단원구 광덕1로 63,경기도 안산시 단원구 초지동 729-2,N,10,15,0,0,0,0,10,0,0,상가번영회,,00:00~24:00,,37.30873720,126.81670130,2019-08-01
"공중화장실",서해프라자,경기도 안산시 단원구 원포공원1로 30,경기도 안산시 단원구 초지동 745,N,28,40,4,4,0,0,28,4,0,상가번영회,,00:00~24:00,,37.30115590,126.81330660,2019-08-01
"공중화장실",안산상공회의소,경기도 안산시 단원구 적금로 120,경기도 안산시 단원구 고잔동 519-1,N,10,14,0,0,0,0,10,0,0,상공회의소,,00:00~24:00,,37.31890130,126.82640510,2019-08-01
"공중화장실",본오지구대,경기도 안산시 상록구 상록수로 12,경기도 안산시 상록구 본오동 877-3,N,2,2,0,0,0,0,1,0,0,상록경찰서,,00:00~24:00,,37.30260150,126.86121350,2019-08-01
"공중화장실",상록구청사,경기도 안산시 상록구 석호로 110,경기도 안산시 상록구 사동 1585,N,17,20,5,5,7,0,30,1,6,상록구청장(행정지원과장),,00:00~24:00,,37.30133576,126.84640964,2019-08-01
"공중화장실",상록구청사,경기도 안산시 상록구 항가울로 222,경기도 안산시 상록구 사동 1584,N,6,8,1,1,0,0,6,1,0,상록구청장(행정지원과장),,00:00~24:00,,37.30049317,126.84424580,2019-08-01
"공중화장실",상록수보건소,경기도 안산시 상록구 항가울로 222,경기도 안산시 상록구 사동 1584,N,6,6,0,0,0,0,10,0,0,상록수보건소장(보건행정과장),,00:00~24:00,,37.30049317,126.84424580,2019-08-01
"공중화장실",선부1동주민센터,경기도 안산시 단원구 선부광장서로 47,경기도 안산시 단원구 선부동 964-4,N,1,3,1,1,0,0,2,1,0,선부1동장,,00:00~24:00,,37.33430926,126.80440950,2019-08-01
"공중화장실",선부2동주민센터,경기도 안산시 단원구 지곡로 46,경기도 안산시 단원구 선부동 997-2,N,5,5,1,1,0,0,5,1,0,선부2동장,,00:00~24:00,,37.33836142,126.80291990,2019-08-01
"공중화장실",선부3동주민센터,경기도 안산시 단원구 선삼로 47,경기도 안산시 단원구 선부동 1135,N,5,5,1,1,0,0,5,1,0,선부3동장,,00:00~24:00,,37.34504828,126.81254490,2019-08-01
"공중화장실",청소년수련원,경기도 안산시 단원구 풍전로 62,경기도 안산시 단원구 원곡동 999,N,25,25,0,0,0,0,46,0,0,성락교회,,00:00~24:00,,37.32245997,126.79440946,2019-08-01
"공중화장실",성포동주민센터,경기도 안산시 상록구 충장로 468,경기도 안산시 상록구 성포동 585,N,3,3,2,2,0,0,3,1,0,성포동장,,00:00~24:00,,37.32069748,126.84944798,2019-08-01
"공중화장실",안산소방서선부119안전센터,경기도 안산시 단원구 선부광장서로 43,경기도 안산시 단원구 선부동 964-5,N,2,2,0,0,0,0,0,0,0,소방서장,,00:00~24:00,,37.33390970,126.80438790,2019-08-01
"공중화장실",안산소방서고잔119안전센터,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,N,6,9,0,0,0,0,6,0,0,소방서장,,00:00~24:00,,37.32213116,126.83024270,2019-08-01
"공중화장실",2001아울렛A관,경기도 안산시 단원구 광덕대로 194,경기도 안산시 단원구 고잔동 725-1,N,20,28,0,0,0,0,20,0,0,스타맥스분양자협의회,,00:00~24:00,,37.31342070,126.83100590,2019-08-01
"공중화장실",신길충전소,경기도 안산시 단원구 중앙대로 179,경기도 안산시 단원구 신길동 216-269,N,2,2,0,0,0,0,2,0,0,신길충전소,,00:00~24:00,,37.33435973,126.76123760,2019-08-01
"공중화장실",두성타워빌,경기도 안산시 단원구 광덕서로 100,경기도 안산시 단원구 고잔동 704-2,N,3,4,1,1,0,0,3,1,0,신동영,,00:00~24:00,,37.31350760,126.82763480,2019-08-01
"공중화장실",신양타운,경기도 안산시 단원구 광덕대로 193,경기도 안산시 단원구 고잔동 706-1,N,16,38,8,8,0,0,24,8,0,신명타워분양자회,,00:00~24:00,,37.31382596,126.82932590,2019-08-01
"공중화장실",엔타운프라자,경기도 안산시 상록구 광덕1로 385,경기도 안산시 상록구 이동 715,N,8,8,4,4,0,0,8,8,0,신성종합관리㈜,,00:00~24:00,,37.30905191,126.85181030,2019-08-01
"공중화장실",신안산주유소,경기도 안산시 단원구 고잔로 86,경기도 안산시 단원구 고잔동 534,N,2,3,0,0,0,0,1,0,0,신안산주유소,,00:00~24:00,,37.31896336,126.83551169,2019-08-01
"공중화장실",신한은행,경기도 안산시 단원구 당곡로 17,경기도 안산시 단원구 고잔동 530-1,N,6,8,1,1,0,0,7,1,0,신한은행지점장,,00:00~24:00,,37.31860677,126.83308340,2019-08-01
"공중화장실",안산터미널주유소(씨엔에스),경기도 안산시 상록구 충장로 427,경기도 안산시 상록구 성포동 590,N,2,2,0,0,0,0,2,0,0,씨엔에스에너지주유소,,00:00~24:00,,37.31678993,126.84892330,2019-08-01
"공중화장실",제8주구(근로자)운동장,경기도 안산시 단원구 부부로 98,경기도 안산시 단원구 원곡동 946,N,4,9,1,1,0,0,10,1,0,안산도시공사장,,00:00~24:00,,37.33701330,126.79160590,2019-08-01
"공중화장실",시낭운동장,경기도 안산시 상록구 시낭로 45,경기도 안산시 상록구 부곡동 719-1,N,6,16,2,2,0,0,12,2,0,안산도시공사장,,00:00~24:00,,37.33410864,126.85537310,2019-08-01
"공중화장실",탄도항 공중화장실,경기도 안산시 단원구 대부황금로 5-14,경기도 안산시 단원구 선감동 717-2,N,2,3,1,1,0,0,8,1,0,안산도시공사장,,00:00~24:00,,37.19156347,126.64616850,2019-08-01
"공중화장실",시민공원눈썰매장,경기도 안산시 단원구 동산로 181,경기도 안산시 단원구 원곡동 735,N,7,9,1,1,0,0,11,1,0,안산도시공사장,,00:00~24:00,,37.32039940,126.80348127,2019-08-01
"공중화장실",부곡공원 생활체육관,경기도 안산시 상록구 정재로 62,경기도 안산시 상록구 부곡동 산40-5,N,2,1,1,1,0,0,2,0,0,안산도시공사장,,00:00~24:00,,37.33280790,126.86801950,2019-08-01
"공중화장실",사리운동장,경기도 안산시 상록구 충장로 50,경기도 안산시 상록구 본오동 산98-1,N,1,1,0,0,0,0,1,0,0,안산도시공사장,,00:00~24:00,,37.28592700,126.85709980,2019-08-01
"공중화장실",성호공원운동장(2구역),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,2,2,0,0,0,0,4,0,0,안산도시공사장,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",제4주구(능안운동장),경기도 안산시 단원구 능안로 39-26,경기도 안산시 단원구 목내동 472,N,4,10,1,1,0,0,10,1,0,안산도시공사장,,00:00~24:00,,37.31985832,126.77489887,2019-08-01
"공중화장실",어촌민속박물관,경기도 안산시 단원구 대부황금로 7,경기도 안산시 단원구 선감동 717,N,4,8,1,1,1,0,9,1,1,안산도시공사장,,00:00~24:00,,37.19250762,126.64612300,2019-08-01
"공중화장실",누에섬 등대,경기도 안산시 단원구 대부황금로 17-156,경기도 안산시 단원구 선감동 산170,N,2,4,0,0,0,0,3,0,0,안산도시공사장,,00:00~24:00,,37.18663140,126.63147883,2019-08-01
"공중화장실",제3주구(골안말야구장),경기도 안산시 단원구 신원로 301-15,경기도 안산시 단원구 목내동 451,N,1,1,0,0,0,0,2,0,0,안산도시공사장,,00:00~24:00,,37.31136392,126.76955913,2019-08-01
"공중화장실",와스타디움,경기도 안산시 단원구 화랑로 260,경기도 안산시 단원구 초지동 666,N,93,294,0,0,0,0,151,0,0,안산도시공사장,,00:00~24:00,,37.31947602,126.81649389,2019-08-01
"공중화장실",관산체육관,경기도 안산시 단원구 원선로 93,경기도 안산시 단원구 원곡동 936,N,2,2,2,2,0,0,2,1,0,안산도시공사장,,00:00~24:00,,37.33201952,126.80156580,2019-08-01
"공중화장실",시립테니스장,경기도 안산시 단원구 적금로 9,경기도 안산시 단원구 고잔동 713-3,N,2,3,0,0,0,0,3,0,0,안산도시공사장,,00:00~24:00,,37.30907594,126.82456260,2019-08-01
"공중화장실",탄도항 공중화장실,경기도 안산시 단원구 대부황금로 5-20,경기도 안산시 단원구 선감동 717-3,N,2,3,0,0,1,0,9,0,0,안산도시공사장,,00:00~24:00,,37.19114962,126.64638220,2019-08-01
"공중화장실",화랑오토캠핑장,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,6,8,4,4,2,0,14,2,2,안산도시공사장,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",와동체육관,경기도 안산시 단원구 화정천동로 396,경기도 안산시 단원구 와동 813,N,4,8,0,0,0,0,11,0,0,안산도시공사장,,00:00~24:00,,37.34002690,126.81893660,2019-08-01
"공중화장실",안산시 배드민턴전용경기장(오른쪽 여자),경기도 안산시 단원구 순환로 416,경기도 안산시 단원구 와동 95-3,N,4,8,2,2,0,0,5,2,0,안산도시공사장,,00:00~24:00,,37.34360739,126.83481694,2019-08-01
"공중화장실",구룡운동장,경기도 안산시 상록구 구룡체육관로 21,경기도 안산시 상록구 이동 609-3,N,1,2,0,0,0,0,3,0,0,안산도시공사장,,00:00~24:00,,37.30822270,126.86051250,2019-08-01
"공중화장실",감골시민홀,경기도 안산시 상록구 석호로 226,경기도 안산시 상록구 사동 1342,N,12,20,0,0,0,0,24,0,0,안산도시공사장,,00:00~24:00,,37.29331400,126.85536700,2019-08-01
"공중화장실",올림픽기념관,경기도 안산시 단원구 적금로 202,경기도 안산시 단원구 고잔동 604,N,24,35,3,3,0,0,32,3,0,안산도시공사장,,00:00~24:00,,37.32628736,126.82818894,2019-08-01
"공중화장실",안골운동장,경기도 안산시 상록구 광덕1로 350,경기도 안산시 상록구 이동 720,N,1,1,0,0,0,0,2,0,0,안산도시공사장,,00:00~24:00,,37.30640080,126.84880070,2019-08-01
"공중화장실",시민시장(우),경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,N,3,5,0,0,0,0,5,0,0,안산도시공사장,,00:00~24:00,,37.32537215,126.80508852,2019-08-01
"공중화장실",시민시장(좌),경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,N,3,5,0,0,0,0,5,0,0,안산도시공사장,,00:00~24:00,,37.32537215,126.80508852,2019-08-01
"공중화장실",시민시장(중앙),경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,N,2,5,1,1,0,0,3,1,0,안산도시공사장,,00:00~24:00,,37.32537215,126.80508852,2019-08-01
"공중화장실",감골운동장,경기도 안산시 상록구 석호로 226,경기도 안산시 상록구 사동 1342,N,2,0,0,0,3,0,2,0,0,안산도시공사장,,00:00~24:00,,37.29331400,126.85536700,2019-08-01
"공중화장실",올림픽수영장,경기도 안산시 단원구 적금로 202,경기도 안산시 단원구 고잔동 604,N,6,7,1,1,0,0,5,1,0,안산도시공사장,,00:00~24:00,,37.32628736,126.82818894,2019-08-01
"공중화장실",초지임시운동장,경기도 안산시 단원구 화랑로 260,경기도 안산시 단원구 초지동 666,N,1,1,0,0,0,0,2,0,0,안산도시공사장,,00:00~24:00,,37.31947602,126.81649389,2019-08-01
"공중화장실",구룡체육관,경기도 안산시 상록구 구룡체육관로 21,경기도 안산시 상록구 이동 609-3,N,2,2,1,1,0,0,2,1,0,안산도시공사장,,00:00~24:00,,37.30822270,126.86051250,2019-08-01
"공중화장실",안산동주민센터,경기도 안산시 상록구 장하로 315,경기도 안산시 상록구 수암동 506,N,13,10,2,2,0,0,17,2,0,안산동장,,00:00~24:00,,37.36186260,126.87335091,2019-08-01
"공중화장실",안산세관,경기도 안산시 단원구 선부광장1로 158,경기도 안산시 단원구 선부동 1072-2,N,6,5,1,1,0,0,5,1,0,안산세관,,00:00~24:00,,37.33243150,126.80862610,2019-08-01
"공중화장실",농수산물도매시장,경기도 안산시 상록구 충장로 312,경기도 안산시 상록구 이동 528,N,43,56,0,0,0,0,39,0,0,안산시농수산물도매시장관리사무소장,,00:00~24:00,,37.30866153,126.85673650,2019-08-01
"공중화장실",안산시상하수도사업소,경기도 안산시 단원구 고잔로 27,경기도 안산시 단원구 고잔동 523-4,N,15,15,1,1,0,0,30,1,0,안산시상하수도사업소장(수도행정과장),,00:00~24:00,,37.31992660,126.82921060,2019-08-01
"공중화장실",안산정수장,경기도 안산시 단원구 예술대학로5길 46,경기도 안산시 단원구 고잔동 산6,N,3,3,0,0,0,0,3,0,0,안산시상하수도사업소장(정수과장),,00:00~24:00,,37.33238720,126.83440821,2019-08-01
"공중화장실",여성비전센터,경기도 안산시 단원구 고잔로 28,경기도 안산시 단원구 고잔동 525,N,4,8,0,0,0,0,15,0,0,안산시여성비전센터장,,00:00~24:00,,37.31911391,126.82920691,2019-08-01
"공중화장실",안산글로벌다문화센터,경기도 안산시 단원구 화정로 26,경기도 안산시 단원구 초지동 667-2,N,8,8,8,8,0,0,20,4,0,안산시외국인주민센터,,00:00~24:00,,37.33116969,126.81532880,2019-08-01
"공중화장실",외국인주민센터,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,N,7,7,3,3,0,0,14,3,0,안산시외국인주민센터소장,,00:00~24:00,,37.33243625,126.79034269,2019-08-01
"공중화장실",안산시립노인요양원,경기도 안산시 상록구 차돌배기로 24,경기도 안산시 상록구 사동 1586,N,3,3,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.29967390,126.84613780,2019-08-01
"공중화장실",용신평생교육원,경기도 안산시 단원구 다문화길 16,경기도 안산시 단원구 원곡동 795,N,3,2,1,1,0,0,3,1,0,안산시,,00:00~24:00,,37.32940760,126.79060375,2019-08-01
"공중화장실",대부도 관광안내소,경기도 안산시 단원구 대부황금로 1531,경기도 안산시 단원구 대부북동 1985,N,1,1,1,1,0,0,2,1,0,안산시,,00:00~24:00,,37.28989213,126.57794510,2019-08-01
"공중화장실",교통안전체험교육장,경기도 안산시 상록구 석호공원로 1,경기도 안산시 상록구 사동 1583,N,2,3,2,2,1,0,2,1,3,안산시,,00:00~24:00,,37.30239900,126.84396222,2019-08-01
"공중화장실",안산문화원,경기도 안산시 상록구 용신로 236-1,경기도 안산시 상록구 사동 1186-1,N,3,8,3,3,0,0,6,3,0,안산시,,00:00~24:00,,37.30310817,126.84851430,2019-08-01
"공중화장실",최용신기념관,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,N,2,2,2,2,0,0,2,2,0,안산시,,00:00~24:00,,37.29960480,126.86273170,2019-08-01
"공중화장실",초지종합사회복지관,경기도 안산시 단원구 원초로 76,경기도 안산시 단원구 초지동 604-3,N,10,14,4,4,0,0,10,4,0,안산시,,00:00~24:00,,37.32622777,126.80594740,2019-08-01
"공중화장실",부곡종합사회복지관,경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,15,7,3,3,0,0,15,3,0,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",본오종합복지관,경기도 안산시 상록구 이호로 39,경기도 안산시 상록구 본오동 523-1,N,12,6,0,0,0,0,9,0,0,안산시,,00:00~24:00,,37.28741370,126.86127550,2019-08-01
"공중화장실",군자사회복지관,경기도 안산시 단원구 화정로 9 (선부동),"경기도 안산시 단원구 선부동 1079,주공13,14단지아파트",N,4,5,0,0,0,0,4,0,0,안산시,,00:00~24:00,,37.33339130,126.81402720,2019-08-01
"공중화장실",상록구노인복지회관,경기도 안산시 상록구 고잔로 162,경기도 안산시 상록구 성포동 589,N,6,8,1,1,0,0,6,1,0,안산시,,00:00~24:00,,37.31843600,126.84430200,2019-08-01
"공중화장실",단원구노인복지회관,경기도 안산시 단원구 선부광장1로 134,경기도 안산시 단원구 선부동 1077-9,N,5,20,5,5,0,0,15,0,0,안산시,,00:00~24:00,,37.33226854,126.81058410,2019-08-01
"공중화장실",사동복지관,경기도 안산시 상록구 한양대학로 31,경기도 안산시 상록구 사동 1171,N,3,3,1,1,0,0,3,1,0,안산시,,00:00~24:00,,37.30090607,126.84035910,2019-08-01
"공중화장실",장애인종합복지관,경기도 안산시 단원구 원초로 80,경기도 안산시 단원구 초지동 604-10,N,4,0,4,4,0,0,4,4,0,안산시,,00:00~24:00,,37.32590710,126.80658310,2019-08-01
"공중화장실",둔배미공원,경기도 안산시 단원구 화정천서로 157,경기도 안산시 단원구 초지동 723,N,3,3,0,0,0,0,6,0,0,안산시,,00:00~24:00,,37.31170382,126.82009100,2019-08-01
"공중화장실",고잔공원,경기도 안산시 단원구 광덕2로 112,경기도 안산시 단원구 고잔동 713-1,N,3,3,1,1,0,0,6,1,0,안산시,,00:00~24:00,,37.30981496,126.82285670,2019-08-01
"공중화장실",성호공원(1구역),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,3,2,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",성호공원(3구역)호동초맞은편,경기도 안산시 상록구 웃말1안길 48,경기도 안산시 상록구 일동 620,N,1,2,0,0,0,0,2,1,0,안산시,,00:00~24:00,,37.30870520,126.86921290,2019-08-01
"공중화장실",화랑유원지E,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,2,3,0,0,1,0,2,0,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",성호공원(1구역),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,4,5,0,0,0,0,7,0,0,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",성호공원(2구역),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,1,1,0,0,0,0,2,0,0,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",관산공원,경기도 안산시 단원구 관산길 29,경기도 안산시 단원구 원곡동 936-9,N,1,1,0,0,0,0,2,0,0,안산시,,00:00~24:00,,37.33214233,126.79957270,2019-08-01
"공중화장실",성호공원(1구역관리사),경기도 안산시 상록구 성호로 333,경기도 안산시 상록구 부곡동 709-2,N,2,4,0,0,0,0,4,0,0,안산시,,00:00~24:00,,37.33263860,126.86085160,2019-08-01
"공중화장실",성호공원(2구역관리사),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,4,5,1,1,1,0,6,1,1,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",성호공원2구역(부곡동급수시설앞),경기도 안산시 상록구 성호로 285,경기도 안산시 상록구 부곡동 711,N,2,4,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.32864876,126.85867530,2019-08-01
"공중화장실",22근린공원,경기도 안산시 단원구 초지로 188,경기도 안산시 단원구 초지동 696,N,2,2,1,1,0,0,3,0,0,안산시,,00:00~24:00,,37.31550738,126.81570915,2019-08-01
"공중화장실",공단전망대,경기도 안산시 단원구 범지기로141번길 118,경기도 안산시 단원구 초지동 산37,N,1,1,0,0,0,0,1,0,0,안산시,,00:00~24:00,,37.31020437,126.80195111,2019-08-01
"공중화장실",화랑유원지관리실,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,4,4,0,0,0,0,5,0,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",화랑유원지A,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,3,3,2,2,0,0,7,1,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",화랑유원지B,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,5,5,1,1,1,0,10,1,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",화랑유원지C,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,5,5,2,2,0,0,10,1,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",화랑유원지D,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,3,3,2,2,0,0,6,1,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",화랑유원지F,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,2,3,0,0,1,0,2,0,0,안산시,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
